"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
33,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",33,"Daniel Cordova",NA,"","Parroquia","Parish","",""
34,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",34,"Gualaceo",NA,"","Parroquia","Parish","",""
35,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",35,"Jadan",NA,"","Parroquia","Parish","",""
36,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",36,"Luis Cordero Vega",NA,"","Parroquia","Parish","",""
37,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",37,"Mariano Moreno",NA,"","Parroquia","Parish","",""
38,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",38,"Remigio Crespo Toral",NA,"","Parroquia","Parish","",""
39,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",39,"San Juan",NA,"","Parroquia","Parish","",""
40,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",40,"Zhidmad",NA,"","Parroquia","Parish","",""
41,68,"ECU","Ecuador",1,"Azuay",6,"Nabón",41,"Cochapata",NA,"","Parroquia","Parish","",""
42,68,"ECU","Ecuador",1,"Azuay",6,"Nabón",42,"El Progreso",NA,"","Parroquia","Parish","",""
43,68,"ECU","Ecuador",1,"Azuay",6,"Nabón",43,"Las Nieves",NA,"","Parroquia","Parish","",""
44,68,"ECU","Ecuador",1,"Azuay",6,"Nabón",44,"Nabon",NA,"","Parroquia","Parish","",""
45,68,"ECU","Ecuador",1,"Azuay",7,"Oña",45,"San Felipe de Oña",NA,"","Parroquia","Parish","",""
46,68,"ECU","Ecuador",1,"Azuay",7,"Oña",46,"Susudel",NA,"","Parroquia","Parish","",""
47,68,"ECU","Ecuador",1,"Azuay",8,"Paute",47,"Bulan",NA,"","Parroquia","Parish","",""
48,68,"ECU","Ecuador",1,"Azuay",8,"Paute",48,"Chican",NA,"","Parroquia","Parish","",""
49,68,"ECU","Ecuador",1,"Azuay",8,"Paute",49,"Dug Dug",NA,"","Parroquia","Parish","",""
50,68,"ECU","Ecuador",1,"Azuay",8,"Paute",50,"El Cabo",NA,"","Parroquia","Parish","",""
51,68,"ECU","Ecuador",1,"Azuay",8,"Paute",51,"Guachapala",NA,"","Parroquia","Parish","",""
52,68,"ECU","Ecuador",1,"Azuay",8,"Paute",52,"Guarainag",NA,"","Parroquia","Parish","",""
53,68,"ECU","Ecuador",1,"Azuay",8,"Paute",53,"Paute",NA,"","Parroquia","Parish","",""
54,68,"ECU","Ecuador",1,"Azuay",8,"Paute",54,"San Cristobal",NA,"","Parroquia","Parish","",""
55,68,"ECU","Ecuador",1,"Azuay",8,"Paute",55,"Tomebamba",NA,"","Parroquia","Parish","",""
56,68,"ECU","Ecuador",1,"Azuay",9,"Pucará",56,"Camilo Ponce Enriquez",NA,"","Parroquia","Parish","",""
57,68,"ECU","Ecuador",1,"Azuay",9,"Pucará",57,"Pucara",NA,"","Parroquia","Parish","",""
58,68,"ECU","Ecuador",1,"Azuay",9,"Pucará",58,"San Rafael de Sharug",NA,"","Parroquia","Parish","",""
59,68,"ECU","Ecuador",1,"Azuay",10,"San Fernando",59,"Chumblin",NA,"","Parroquia","Parish","",""
60,68,"ECU","Ecuador",1,"Azuay",10,"San Fernando",60,"San Fernando",NA,"","Parroquia","Parish","",""
61,68,"ECU","Ecuador",1,"Azuay",11,"Santa Isabel",61,"Abdon Calderon",NA,"","Parroquia","Parish","",""
62,68,"ECU","Ecuador",1,"Azuay",11,"Santa Isabel",62,"El Carmen de Pijili",NA,"","Parroquia","Parish","",""
63,68,"ECU","Ecuador",1,"Azuay",11,"Santa Isabel",63,"Santa Isabel",NA,"","Parroquia","Parish","",""
64,68,"ECU","Ecuador",1,"Azuay",11,"Santa Isabel",64,"Zhaglli",NA,"","Parroquia","Parish","",""
65,68,"ECU","Ecuador",1,"Azuay",12,"Sevilla de Oro",65,"Amaluza",NA,"","Parroquia","Parish","",""
66,68,"ECU","Ecuador",1,"Azuay",12,"Sevilla de Oro",66,"Palmas",NA,"","Parroquia","Parish","",""
67,68,"ECU","Ecuador",1,"Azuay",12,"Sevilla de Oro",67,"Sevilla de Oro",NA,"","Parroquia","Parish","",""
68,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",68,"Cuchil",NA,"","Parroquia","Parish","",""
69,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",69,"Gima",NA,"","Parroquia","Parish","",""
70,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",70,"Guel",NA,"","Parroquia","Parish","",""
71,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",71,"Ludo",NA,"","Parroquia","Parish","",""
72,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",72,"San Bartolome",NA,"","Parroquia","Parish","",""
73,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",73,"San Jose de Raranga",NA,"","Parroquia","Parish","",""
74,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",74,"Sigsig",NA,"","Parroquia","Parish","",""
75,68,"ECU","Ecuador",2,"Bolivar",14,"Caluma",75,"Caluma",NA,"","Parroquia","Parish","",""
76,68,"ECU","Ecuador",2,"Bolivar",15,"Chillanes",76,"Chillanes",NA,"","Parroquia","Parish","",""
77,68,"ECU","Ecuador",2,"Bolivar",15,"Chillanes",77,"San Jose del Tambo",NA,"","Parroquia","Parish","",""
78,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",78,"Asuncion",NA,"","Parroquia","Parish","",""
79,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",79,"Magdalena",NA,"","Parroquia","Parish","",""
80,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",80,"San Jose de Chimbo",NA,"","Parroquia","Parish","",""
81,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",81,"San Sebastian",NA,"","Parroquia","Parish","",""
82,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",82,"Telimbela",NA,"","Parroquia","Parish","",""
83,68,"ECU","Ecuador",2,"Bolivar",17,"Echeandía",83,"Echeandia",NA,"","Parroquia","Parish","",""
84,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",84,"Facundo Vela",NA,"","Parroquia","Parish","",""
85,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",85,"Guanujo",NA,"","Parroquia","Parish","",""
86,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",86,"Guaranda",NA,"","Parroquia","Parish","",""
87,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",87,"Julio E. Moreno",NA,"","Parroquia","Parish","",""
88,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",88,"Salinas",NA,"","Parroquia","Parish","",""
89,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",89,"San Lorenzo",NA,"","Parroquia","Parish","",""
90,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",90,"San Luis de Pambil",NA,"","Parroquia","Parish","",""
91,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",91,"San Simon",NA,"","Parroquia","Parish","",""
92,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",92,"Santa Fe",NA,"","Parroquia","Parish","",""
93,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",93,"Simiatug",NA,"","Parroquia","Parish","",""
94,68,"ECU","Ecuador",2,"Bolivar",19,"Las Naves",94,"Las Naves",NA,"","Parroquia","Parish","",""
95,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",95,"Balsapamba",NA,"","Parroquia","Parish","",""
96,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",96,"Bilovan",NA,"","Parroquia","Parish","",""
97,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",97,"Regulo de Mora",NA,"","Parroquia","Parish","",""
98,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",98,"San Miguel",NA,"","Parroquia","Parish","",""
99,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",99,"San Pablo de Atenas",NA,"","Parroquia","Parish","",""
100,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",100,"San Vicente",NA,"","Parroquia","Parish","",""
101,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",101,"Santiago",NA,"","Parroquia","Parish","",""
102,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",102,"Azogues",NA,"","Parroquia","Parish","",""
103,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",103,"Cojitambo",NA,"","Parroquia","Parish","",""
104,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",104,"Guapan",NA,"","Parroquia","Parish","",""
105,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",105,"Javier Loyola",NA,"","Parroquia","Parish","",""
106,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",106,"Luis Cordero",NA,"","Parroquia","Parish","",""
107,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",107,"Pindilig",NA,"","Parroquia","Parish","",""
108,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",108,"Rivera",NA,"","Parroquia","Parish","",""
109,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",109,"San Miguel",NA,"","Parroquia","Parish","",""
110,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",110,"Taday",NA,"","Parroquia","Parish","",""
111,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",111,"Biblian",NA,"","Parroquia","Parish","",""
112,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",112,"Jerusalen",NA,"","Parroquia","Parish","",""
113,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",113,"Nazon",NA,"","Parroquia","Parish","",""
114,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",114,"San Fco. de Sageo",NA,"","Parroquia","Parish","",""
115,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",115,"Turupamba",NA,"","Parroquia","Parish","",""
116,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",116,"Cañar",NA,"","Parroquia","Parish","",""
117,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",117,"Chontamarca",NA,"","Parroquia","Parish","",""
118,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",118,"Chorocopte",NA,"","Parroquia","Parish","",""
119,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",119,"Ducur",NA,"","Parroquia","Parish","",""
120,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",120,"General Morales",NA,"","Parroquia","Parish","",""
121,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",121,"Gualleturo",NA,"","Parroquia","Parish","",""
122,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",122,"Honorato Vasquez",NA,"","Parroquia","Parish","",""
123,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",123,"Ingapirca",NA,"","Parroquia","Parish","",""
124,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",124,"Juncal",NA,"","Parroquia","Parish","",""
125,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",125,"San Antonio",NA,"","Parroquia","Parish","",""
126,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",126,"Suscal",NA,"","Parroquia","Parish","",""
127,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",127,"Ventura",NA,"","Parroquia","Parish","",""
128,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",128,"Zhud",NA,"","Parroquia","Parish","",""
129,68,"ECU","Ecuador",3,"Cañar",24,"Déleg",129,"Deleg",NA,"","Parroquia","Parish","",""
130,68,"ECU","Ecuador",3,"Cañar",24,"Déleg",130,"Solano",NA,"","Parroquia","Parish","",""
131,68,"ECU","Ecuador",3,"Cañar",25,"El Tambo",131,"El Tambo",NA,"","Parroquia","Parish","",""
132,68,"ECU","Ecuador",3,"Cañar",26,"La Troncal",132,"La Troncal",NA,"","Parroquia","Parish","",""
133,68,"ECU","Ecuador",3,"Cañar",26,"La Troncal",133,"Manuel J. Calle",NA,"","Parroquia","Parish","",""
134,68,"ECU","Ecuador",3,"Cañar",26,"La Troncal",134,"Pancho Negro",NA,"","Parroquia","Parish","",""
135,68,"ECU","Ecuador",3,"Cañar",27,"No Delimitado",135,"El Piedrero",NA,"","Parroquia","Parish","",""
136,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",136,"Bolivar",NA,"","Parroquia","Parish","",""
137,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",137,"Garcia Moreno",NA,"","Parroquia","Parish","",""
138,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",138,"Los Andes",NA,"","Parroquia","Parish","",""
139,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",139,"Monte Olivo",NA,"","Parroquia","Parish","",""
140,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",140,"San Rafael",NA,"","Parroquia","Parish","",""
141,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",141,"San Vicente de Pusir",NA,"","Parroquia","Parish","",""
142,68,"ECU","Ecuador",4,"Carchi",29,"Espejo",142,"El Angel",NA,"","Parroquia","Parish","",""
143,68,"ECU","Ecuador",4,"Carchi",29,"Espejo",143,"El Goaltal",NA,"","Parroquia","Parish","",""
144,68,"ECU","Ecuador",4,"Carchi",29,"Espejo",144,"La Libertad",NA,"","Parroquia","Parish","",""
145,68,"ECU","Ecuador",4,"Carchi",29,"Espejo",145,"San Isidro",NA,"","Parroquia","Parish","",""
146,68,"ECU","Ecuador",4,"Carchi",30,"Mira",146,"Concepcion",NA,"","Parroquia","Parish","",""
147,68,"ECU","Ecuador",4,"Carchi",30,"Mira",147,"Jijon Y Caamaño",NA,"","Parroquia","Parish","",""
148,68,"ECU","Ecuador",4,"Carchi",30,"Mira",148,"Juan Montalvo",NA,"","Parroquia","Parish","",""
149,68,"ECU","Ecuador",4,"Carchi",30,"Mira",149,"Mira",NA,"","Parroquia","Parish","",""
150,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",150,"Chitan de Navarrete",NA,"","Parroquia","Parish","",""
151,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",151,"Cristoval Colon",NA,"","Parroquia","Parish","",""
152,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",152,"Fernandez Salvador",NA,"","Parroquia","Parish","",""
153,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",153,"La Paz",NA,"","Parroquia","Parish","",""
154,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",154,"Piartal",NA,"","Parroquia","Parish","",""
155,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",155,"San Gabriel",NA,"","Parroquia","Parish","",""
156,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",156,"El Carmelo",NA,"","Parroquia","Parish","",""
157,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",157,"El Chical",NA,"","Parroquia","Parish","",""
158,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",158,"Huaca",NA,"","Parroquia","Parish","",""
159,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",159,"Julio Andrade",NA,"","Parroquia","Parish","",""
160,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",160,"Maldonado",NA,"","Parroquia","Parish","",""
161,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",161,"Mariscal Sucre",NA,"","Parroquia","Parish","",""
162,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",162,"Pioter",NA,"","Parroquia","Parish","",""
163,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",163,"Santa Martha de Cuba",NA,"","Parroquia","Parish","",""
164,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",164,"Tobar Donoso",NA,"","Parroquia","Parish","",""
165,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",165,"Tufiño",NA,"","Parroquia","Parish","",""
166,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",166,"Tulcan",NA,"","Parroquia","Parish","",""
167,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",167,"Urbina",NA,"","Parroquia","Parish","",""
168,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",168,"Achupallas",NA,"","Parroquia","Parish","",""
169,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",169,"Alausi",NA,"","Parroquia","Parish","",""
170,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",170,"Guasuntos",NA,"","Parroquia","Parish","",""
171,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",171,"Huigra",NA,"","Parroquia","Parish","",""
172,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",172,"Multitud",NA,"","Parroquia","Parish","",""
173,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",173,"Pistishi",NA,"","Parroquia","Parish","",""
174,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",174,"Pumallacta",NA,"","Parroquia","Parish","",""
175,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",175,"Sevilla",NA,"","Parroquia","Parish","",""
176,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",176,"Sibambe",NA,"","Parroquia","Parish","",""
177,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",177,"Tixan",NA,"","Parroquia","Parish","",""
178,68,"ECU","Ecuador",5,"Chimborazo",34,"Chambo",178,"Chambo",NA,"","Parroquia","Parish","",""
179,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",179,"Capzol",NA,"","Parroquia","Parish","",""
180,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",180,"Chunchi",NA,"","Parroquia","Parish","",""
181,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",181,"Compud",NA,"","Parroquia","Parish","",""
182,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",182,"Gonzol",NA,"","Parroquia","Parish","",""
183,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",183,"Llagos",NA,"","Parroquia","Parish","",""
184,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",184,"Cañi",NA,"","Parroquia","Parish","",""
185,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",185,"Columbe",NA,"","Parroquia","Parish","",""
186,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",186,"Juan de Velasco",NA,"","Parroquia","Parish","",""
187,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",187,"Santiago de Quito",NA,"","Parroquia","Parish","",""
188,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",188,"Villa La Union",NA,"","Parroquia","Parish","",""
189,68,"ECU","Ecuador",5,"Chimborazo",37,"Cumandá",189,"Cumanda",NA,"","Parroquia","Parish","",""
190,68,"ECU","Ecuador",5,"Chimborazo",38,"Guamote",190,"Cebadas",NA,"","Parroquia","Parish","",""
191,68,"ECU","Ecuador",5,"Chimborazo",38,"Guamote",191,"Guamote",NA,"","Parroquia","Parish","",""
192,68,"ECU","Ecuador",5,"Chimborazo",38,"Guamote",192,"Palmira",NA,"","Parroquia","Parish","",""
193,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",193,"Guanando",NA,"","Parroquia","Parish","",""
194,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",194,"Guano",NA,"","Parroquia","Parish","",""
195,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",195,"La Providencia",NA,"","Parroquia","Parish","",""
196,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",196,"Llapo",NA,"","Parroquia","Parish","",""
197,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",197,"San Andres",NA,"","Parroquia","Parish","",""
198,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",198,"San Gerardo de Pacaicaguan",NA,"","Parroquia","Parish","",""
199,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",199,"San Isidro de Patulu",NA,"","Parroquia","Parish","",""
200,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",200,"San Jose del Chazo",NA,"","Parroquia","Parish","",""
201,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",201,"Santa Fe de Galan",NA,"","Parroquia","Parish","",""
202,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",202,"Valparaiso",NA,"","Parroquia","Parish","",""
203,68,"ECU","Ecuador",5,"Chimborazo",40,"Pallatanga",203,"Pallatanga",NA,"","Parroquia","Parish","",""
204,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",204,"Bilbao",NA,"","Parroquia","Parish","",""
205,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",205,"El Altar",NA,"","Parroquia","Parish","",""
206,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",206,"La Candelaria",NA,"","Parroquia","Parish","",""
207,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",207,"Matus",NA,"","Parroquia","Parish","",""
208,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",208,"Penipe",NA,"","Parroquia","Parish","",""
209,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",209,"Puela",NA,"","Parroquia","Parish","",""
210,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",210,"San Antonio de Bayushig",NA,"","Parroquia","Parish","",""
211,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",211,"Cacha",NA,"","Parroquia","Parish","",""
212,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",212,"Calpi",NA,"","Parroquia","Parish","",""
213,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",213,"Cubijies",NA,"","Parroquia","Parish","",""
214,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",214,"Flores",NA,"","Parroquia","Parish","",""
215,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",215,"Lican",NA,"","Parroquia","Parish","",""
216,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",216,"Licto",NA,"","Parroquia","Parish","",""
217,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",217,"Pungala",NA,"","Parroquia","Parish","",""
218,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",218,"Punin",NA,"","Parroquia","Parish","",""
219,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",219,"Quimiag",NA,"","Parroquia","Parish","",""
220,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",220,"Riobamba",NA,"","Parroquia","Parish","",""
221,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",221,"San Juan",NA,"","Parroquia","Parish","",""
222,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",222,"San Luis",NA,"","Parroquia","Parish","",""
223,68,"ECU","Ecuador",6,"Cotopaxi",43,"La Maná",223,"Guasaganda",NA,"","Parroquia","Parish","",""
224,68,"ECU","Ecuador",6,"Cotopaxi",43,"La Maná",224,"La Mana",NA,"","Parroquia","Parish","",""
225,68,"ECU","Ecuador",6,"Cotopaxi",43,"La Maná",225,"Pucayacu",NA,"","Parroquia","Parish","",""
226,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",226,"11 de Noviembre",NA,"","Parroquia","Parish","",""
227,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",227,"Alaques",NA,"","Parroquia","Parish","",""
228,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",228,"Belisario Quevedo",NA,"","Parroquia","Parish","",""
229,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",229,"Guaitacama",NA,"","Parroquia","Parish","",""
230,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",230,"Joseguango Bajo",NA,"","Parroquia","Parish","",""
