ID	sample.code	institution	catalog.number	pop.code	pop	transect	day	month	year	country	department	locality	lat	long	verbatim.elevation	bioclim.elevation	age	sex	mass	PC1.plumage
B72845.Cajamarca.Celendin	CA103_Celendin	LSUMZ	B-72845	6	Celendin	410	25	July	2010	Peru	Cajamarca	4.38 km SE Celendin	-6.89291	-78.11806	3027	3009	j	f	20.6	-2.916176104
B72852.Amazonas.Duraznopampa	CA110_Duraznopampa	LSUMZ	B-72852	7	Duraznopampa	414	26	July	2010	Peru	Amazonas	1.12 km N Duraznopampa	-6.584	-77.814	2100	2127	a	f	19.2	0.344123076
B72853.Amazonas.Duraznopampa	CA111a_Duraznopampa	LSUMZ	B-72853	7	Duraznopampa	414	26	July	2010	Peru	Amazonas	1.12 km N Duraznopampa	-6.584	-77.814	2100	2127	a	m	22.8	-0.618295348
B72854.Amazonas.Duraznopampa	CA112_Duraznopampa	LSUMZ	B-72854	7	Duraznopampa	414	26	July	2010	Peru	Amazonas	1.12 km N Duraznopampa	-6.584	-77.814	2100	2127	a	m	19.3	NA
B72855.Amazonas.Duraznopampa	CA113_Duraznopampa	LSUMZ	B-72855	7	Duraznopampa	414	26	July	2010	Peru	Amazonas	1.12 km N Duraznopampa	-6.584	-77.814	2100	2127	a	f	24.1	1.027490839
B72856.Amazonas.Duraznopampa	CA114_Duraznopampa	LSUMZ	B-72856	7	Duraznopampa	414	27	July	2010	Peru	Amazonas	1 km W Duraznopampa	-6.59487	-77.81723	2038	2002	a	f	21.3	-3.202473969
B72857.Amazonas.Duraznopampa	CA115_Duraznopampa	LSUMZ	B-72857	7	Duraznopampa	414	27	July	2010	Peru	Amazonas	1.38 km S Duraznopampa	-6.60672	-77.81327	2020	2114	a	m	20.5	-2.404179753
B72858.Amazonas.Duraznopampa	CA116_Duraznopampa	LSUMZ	B-72858	7	Duraznopampa	414	27	July	2010	Peru	Amazonas	1.38 km S Duraznopampa	-6.60672	-77.81327	2020	2114	a	m	22.4	-4.173444758
B72859.Amazonas.Duraznopampa	CA117_Duraznopampa	LSUMZ	B-72859	7	Duraznopampa	414	27	July	2010	Peru	Amazonas	4.13 km N Leymebamba	-6.67078	-77.80074	2103	2093	a	f	22	-5.034461461
B72860.Amazonas.Duraznopampa	CA118_Duraznopampa	LSUMZ	B-72860	7	Duraznopampa	414	27	July	2010	Peru	Amazonas	4.13 km N Leymebamba	-6.67078	-77.80074	2100	2093	j	m	19.3	NA
B72861.Amazonas.Duraznopampa	CA119a_Duraznopampa	LSUMZ	B-72861	7	Duraznopampa	414	27	July	2010	Peru	Amazonas	2.3 km N Leymebamba	-6.687	-77.79885	2117	2227	a	m	24.2	-4.805183182
B72830.LaLibertad.ElMolino	CA88_ElMolino	LSUMZ	B-72830	8	ElMolino	511	19	July	2010	Peru	LaLibertad	1.85 km SE El Molino	-7.76802	-77.76465	3125	3252	a	m	26.8	0.376675447
B72831.LaLibertad.ElMolino	CA89_ElMolino	LSUMZ	B-72831	8	ElMolino	511	19	July	2010	Peru	LaLibertad	1.85 km SE El Molino	-7.76802	-77.76465	3125	3252	a	f	26.9	0.815959728
B72829.LaLibertad.ElMolino	CA87_ElMolino	LSUMZ	B-72829	8	ElMolino	511	19	July	2010	Peru	LaLibertad	2.00 km SE El Molino	-7.76977	-77.76396	3170	3252	a	m	26.2	2.418164586
B72836.LaLibertad.ElMolino	CA94a_ElMolino	LSUMZ	B-72836	8	ElMolino	511	20	July	2010	Peru	LaLibertad	3.9 km SE El Molino	-7.77321	-77.74591	3250	3523	a	m	27	-2.642872893
B72832.LaLibertad.ElMolino	CA90_ElMolino	LSUMZ	B-72832	8	ElMolino	511	19	July	2010	Peru	LaLibertad	2.4 km SE El Molino	-7.77472	-77.76478	3180	3252	a	m	25.5	2.837933092
B72833.LaLibertad.ElMolino	CA91_ElMolino	LSUMZ	B-72833	8	ElMolino	511	19	July	2010	Peru	LaLibertad	2.4 km SE El Molino	-7.77472	-77.76478	3180	3252	a	f	25.5	1.803850658
B72835.LaLibertad.ElMolino	CA93a_ElMolino	LSUMZ	B-72835	8	ElMolino	511	20	July	2010	Peru	LaLibertad	4.2 km SE El Molino	-7.77578	-77.74378	3235	3083	a	f	26.8	-2.189381055
B72834.LaLibertad.ElMolino	CA92_ElMolino	LSUMZ	B-72834	8	ElMolino	511	20	July	2010	Peru	LaLibertad	4.3 km SE El Molino	-7.77641	-77.74341	3190	3083	a	m	27.6	1.926479869
B72828.LaLibertad.ElMolino	CA86_ElMolino	LSUMZ	B-72828	8	ElMolino	511	19	July	2010	Peru	LaLibertad	3.08 km SE El Molino	-7.77675	-77.75748	3150	3191	a	m	25.2	2.307431586
B72827.LaLibertad.ElMolino	CA85_ElMolino	LSUMZ	B-72827	8	ElMolino	511	19	July	2010	Peru	LaLibertad	4 km SE El Molino	-7.78	-77.75	3200	3083	a	f	25.1	4.624232771
B72816.LaLibertad.Suyubamba	CA74_Suyubamba	LSUMZ	B-72816	9	Suyubamba	528	16	July	2010	Peru	LaLibertad	2 km N Vista Florida	-7.80428	-77.61461	2554	2642	j	m	23.5	NA
B72817.LaLibertad.Suyubamba	NA	LSUMZ		9	Suyubamba	528	16	July	2010	Peru	LaLibertad	2 km N Vista Florida	-7.80428	-77.61461	2554	2642	a	m	25.8	NA
B72826.LaLibertad.Suyubamba	CA84a_Suyubamba	LSUMZ	B-72826	9	Suyubamba	528	17	July	2010	Peru	LaLibertad	2.5 km NW Suyubamba	-7.82212	-77.58937	2346	2523	a	m	22.6	3.350573718
B72819.LaLibertad.Suyubamba	CA77a_Suyubamba	LSUMZ	B-72819	9	Suyubamba	528	17	July	2010	Peru	LaLibertad	1.5 km W Suyubamba	-7.8335	-77.57937	2750	2530	a	f	23.4	NA
B72820.LaLibertad.Suyubamba	CA78_Suyubamba	LSUMZ	B-72820	9	Suyubamba	528	17	July	2010	Peru	LaLibertad	2 km W Suyubamba	-7.83363	-77.5811	2650	2530	a	m	26.1	-2.298466461
B72821.LaLibertad.Suyubamba	CA79a_Suyubamba	LSUMZ	B-72821	9	Suyubamba	528	17	July	2010	Peru	LaLibertad	2 km W Suyubamba	-7.83363	-77.5811	2650	2530	a	f	24.8	-2.220335934
B72825.LaLibertad.Suyubamba	NA	LSUMZ		9	Suyubamba	528	17	July	2010	Peru	LaLibertad	1.5 km W Suyubamba	-7.834	-77.579	2700	2530	a	f	25.2	NA
B72822.LaLibertad.Suyubamba	CA80_Suyubamba	LSUMZ	B-72822	9	Suyubamba	528	17	July	2010	Peru	LaLibertad	2 km WSW Suyubamba	-7.83579	-77.58115	2530	2530	a	m	24	0.139958413
B72823.LaLibertad.Suyubamba	NA	LSUMZ		9	Suyubamba	528	17	July	2010	Peru	LaLibertad	2 km W Suyubamba	-7.83827	-77.56107	2803	2815	a	f	26.5	NA
B72824.LaLibertad.Suyubamba	CA82_Suyubamba	LSUMZ	B-72824	9	Suyubamba	528	17	July	2010	Peru	LaLibertad	1.1 km ESE Suyubamba	-7.83846	-77.56116	2800	2815	a	f	24.7	2.402540913
LSU92180.LaLibertad.Tayabamba	NA	LSUMZ		23	Tayabamba	NA	20	Sep	1979	Peru	La Libertad	Mashua, E Tayabamba, on trail to Ong_n	-8.225738	-77.250647	3600	3615	a	f	24	NA
LSU92181.LaLibertad.Tayabamba	NA	LSUMZ		23	Tayabamba	NA	1	Oct	1979	Peru	La Libertad	Mashua, E Tayabamba, on trail to Ong_n	-8.225738	-77.250647	3600	3615	a	f	24	NA
LSU92179.LaLibertad.Tayabamba	NA	LSUMZ		23	Tayabamba	NA	14	Aug	1979	Peru	La Libertad	Quebrada La Caldera, 7 km NE Tayabamba, 3550 m	-8.229825	-77.254588	3500	3615	a	f	26	NA
LSU81915.Ancash.Tutapac	NA	LSUMZ		10	CorBlanca	631	26	May	1976	Peru	Ancash	Quebrado Tutapac, 10 km S Yanac, ca 12,500'	-8.675	-77.84	3810	4100	a	u	NA	NA
LSU81916.Ancash.Tutapac	NA	LSUMZ		10	CorBlanca	631	28	May	1976	Peru	Ancash	Quebrado Tutapac, 10 km S Yanac, ca 12,500'	-8.675	-77.84	3810	4100	a	m	28	NA
LSU81917.Ancash.Tutapac	NA	LSUMZ		10	CorBlanca	631	29	May	1976	Peru	Ancash	Quebrado Tutapac, 10 km S Yanac, ca 12,500'	-8.675	-77.84	3810	4100	a	f	28.5	NA
LSU80512.Ancash.Tutapac	NA	LSUMZ		10	CorBlanca	631	1	Jun	1975	Peru	Ancash	Bosque Quipis Munte above (S) Yanac, Polylepis woods, ca 13,000' (Polylepis) woods	-8.679047	-77.853034	3962	3426	a	m	27	NA
FMNH_391888	CA174_Morococha	FMNH	391888	10	CorBlanca	631	23	Sep	1998	Ancash	Yungay	Morococha	-9.0278	-77.5456	3836	3977	u	f	NA	NA
FMNH_391889	CA175_Morococha	FMNH	391889	10	CorBlanca	631	24	Sep	1998	Ancash	Yungay	Morococha	-9.0278	-77.5456	3836	3977	u	m	NA	NA
NK_171703	CA4nm_Carhuaz	MSB	171703	10	CorBlanca	631	17	July	2010	Peru	Ancash	16.0 km SE Carhuaz	-9.345465	-77.509202	3439	3428	j	f	21.62	NA
NK_171708	CA5nm_Carhuaz	MSB	171708	10	CorBlanca	631	17	July	2010	Peru	Ancash	16.0 km SE Carhuaz	-9.345465	-77.509202	3439	3428	a	f	24.29	NA
NK_171709	CA6nm_Carhuaz	MSB	171709	10	CorBlanca	631	17	July	2010	Peru	Ancash	16.0 km SE Carhuaz	-9.345465	-77.509202	3439	3428	a	f	23.61	NA
FMNH_391890	CA176_Carhuaz	FMNH	391890	10	CorBlanca	631	11	Jun	1998	Ancash	Carhuaz	Aquilpo	-9.3522	-77.5028	3800	3532	u	m	NA	NA
NK_173896	CA11nm_Chinchan	MSB	173896	11	Chinchan	717	26	May	2011	Peru	Ancash	San Marcos	-9.51136	-77.0948	3920	4045	a	m	24.08	NA
B72898.Ancash.Chinchan	NA	LSUMZ		11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.617	-77.113	4175	4383	a	f	25.9	NA
B72894.Ancash.Chinchan	CA151_Chinchan	LSUMZ	B-72894	11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.618307	-77.113379	4225	4383	a	f	27.5	NA
B72895.Ancash.Chinchan	CA152_Chinchan	LSUMZ	B-72895	11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.618307	-77.113379	4225	4383	a	m	27.5	NA
B72896.Ancash.Chinchan	CA153_Chinchan	LSUMZ	B-72896	11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.618307	-77.113379	4175	4383	a	m	26.2	NA
B72897.Ancash.Chinchan	NA	LSUMZ		11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.618307	-77.113379	4175	4383	a	m	25.4	NA
B72899.Ancash.Chinchan	CA156_Chinchan	LSUMZ	B-72899	11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.619	-77.118	4150	4213	a	m	25.2	NA
B72900.Ancash.Chinchan	CA157_Chinchan	LSUMZ	B-72900	11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.621	-77.124	3975	4213	a	f	25.7	NA
B72901.Ancash.Chinchan	CA158_Chinchan	LSUMZ	B-72901	11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.621	-77.124	3950	4213	a	m	27.5	NA
B72902.Ancash.Chinchan	CA159_Chinchan	LSUMZ	B-72902	11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.623	-77.131	3875	4043	a	f	26.8	NA
B72903.Ancash.Chinchan	NA	LSUMZ		11	Chinchan	717	21	August	2011	Peru	Ancash	Valle Chinchan, 5.75 km SE Chavin de Huantar	-9.623	-77.131	3875	4043	a	m	28	NA
B72796.Huanuco.CarpaChavin	CA54b_CarpaChavin	LSUMZ	B-72796	12	CarpaChavin	720	1	July	2010	Peru	Huanuco	1 km W Carpa	-9.31418	-76.68034	3650	3728	a	m	29.9	4.59097389
B72797.Huanuco.CarpaChavin	CA55b_CarpaChavin	LSUMZ	B-72797	12	CarpaChavin	720	1	July	2010	Peru	Huanuco	1 km W Carpa	-9.31418	-76.68034	3650	3728	a	m	24.2	5.566005901
